provincia,departamento,rubro,productos,razón social,establecimiento
RIO NEGRO,general roca,FRUTICULTURA,PERA,"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 216 B
RIO NEGRO,general roca,FRUTICULTURA,CIRUELA,"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 216 B
RIO NEGRO,general roca,FRUTICULTURA,PELON,"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 216 B
RIO NEGRO,general roca,FRUTICULTURA,PERA,"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 340
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"DALLA PRIA, ALBERTO Y EDUARDO S.H.",CHACRA 340
RIO NEGRO,general roca,FRUTICULTURA,PERA,ELOSEGUI HNOS. S.A.,LA INES
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,ELOSEGUI HNOS. S.A.,LA INES
RIO NEGRO,general roca,FRUTICULTURA,VID,ELOSEGUI HNOS. S.A.,LA INES
RIO NEGRO,general roca,FRUTICULTURA,MANZANAS,ERICH JUAN  ROSAUER,COMODATO: ZOILO S.A/ JUAN ERICH ROSAUER
RIO NEGRO,cipolletti,FRUTICULTURA,MANZANA,ESTABLECIMIENTO SANTA MARIA S.R.L.,ESTABLECIMIENTO SANTA MARIA SRL
RIO NEGRO,cipolletti,FRUTICULTURA,PERA,ESTABLECIMIENTO SANTA MARIA S.R.L.,ESTABLECIMIENTO SANTA MARIA SRL
RIO NEGRO,general roca,FRUTICULTURA,PERA,ESTABLECIMIENTO SOLEDAD SA,CHACRA 363
RIO NEGRO,general roca,FRUTICULTURA,PERA,ESTABLECIMIENTO SOLEDAD SA,CHACRA Nº 385
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,ESTABLECIMIENTO SOLEDAD SA,CHACRA Nº 388
RIO NEGRO,general roca,FRUTICULTURA,PERA,ESTABLECIMIENTO SOLEDAD SA,CHACRA Nº 388
RIO NEGRO,chichinales,FRUTICULTURA,PERAS,FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA CHICHINALES
RIO NEGRO,general e. godoy,FRUTICULTURA,PERAS,FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA JOBEL
RIO NEGRO,general e. godoy,FRUTICULTURA,PERAS,FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA LAS 50
RIO NEGRO,villa regina,FRUTICULTURA,PERAS,FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA ABEL
RIO NEGRO,villa regina,FRUTICULTURA,PERAS,FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA MITRE
RIO NEGRO,villa regina,FRUTICULTURA,PERAS,FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA MARCELO
RIO NEGRO,villa regina,FRUTICULTURA,PERAS,FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA RAFIN
RIO NEGRO,general roca,FRUTICULTURA,PERA,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,CHACRA 215
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,CHACRA 215
RIO NEGRO,general roca,FRUTICULTURA,DURAZNO,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,CHACRA 215
RIO NEGRO,general roca,FRUTICULTURA,PERA,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,CHACRA 204
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,DON PEDRO
RIO NEGRO,general roca,FRUTICULTURA,PERA,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,DON PEDRO
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,LA COSTANERA
RIO NEGRO,general roca,FRUTICULTURA,PERA,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,LA COSTANERA
RIO NEGRO,chichinales,FRUTICULTURA,MANZANAS,GALERA EMETERIO,LOTE 4D
RIO NEGRO,allen,FRUTICULTURA/HORTICULTURA,MANZANA,GARCIA MARIA NELIDA,CHACRA 48
RIO NEGRO,allen,FRUTICULTURA/HORTICULTURA,PERA,GARCIA MARIA NELIDA,CHACRA 48
RIO NEGRO,general roca,FRUTICULTURA/HORTICULTURA,PERA,GARCIA MARIA NELIDA,PUENTE COLORADO
RIO NEGRO,general roca,FRUTICULTURA/HORTICULTURA,MANZANA,GARCIA MARIA NELIDA,PUENTE COLORADO
RIO NEGRO,general roca,FRUTICULTURA/HORTICULTURA,INCULTO,GARCIA MARIA NELIDA,PUENTE COLORADO
RIO NEGRO,general roca,FRUTICULTURA/HORTICULTURA,PERA,GARCIA MARIA NELIDA,EL PUENTE
RIO NEGRO,general roca,FRUTICULTURA/HORTICULTURA,MANZANA,GARCIA MARIA NELIDA,EL PUENTE
RIO NEGRO,general roca,FRUTICULTURA/HORTICULTURA,PERA,GARCIA MARIA NELIDA,LOS CIPRESES
RIO NEGRO,general roca,FRUTICULTURA/HORTICULTURA,MANZANA,GARCIA MARIA NELIDA,LOS CIPRESES
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"GARCIA, JOAQUIN",GARCIA JOAQUIN
RIO NEGRO,general roca,FRUTICULTURA,PERA,"GARCIA, JOAQUIN",GARCIA JOAQUIN
RIO NEGRO,el bolson,FRUTICULTURA/HORTICULTURA,FRAMBUESA,GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO
RIO NEGRO,el bolson,FRUTICULTURA/HORTICULTURA,DESCANSO,GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO
RIO NEGRO,el bolson,FRUTICULTURA/HORTICULTURA,ARANDANO,GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO
RIO NEGRO,el bolson,FRUTICULTURA/HORTICULTURA,ZARZAMORA,GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO
RIO NEGRO,el bolson,FRUTICULTURA/HORTICULTURA,MONTE,GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO
RIO NEGRO,el bolson,FRUTICULTURA/HORTICULTURA,INCULTO,GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO
RIO NEGRO,el bolson,FRUTICULTURA/HORTICULTURA,CEREZA,GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO
RIO NEGRO,el bolson,FRUTICULTURA/HORTICULTURA,CORINTO,GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO
RIO NEGRO,el bolson,FRUTICULTURA/HORTICULTURA,CASSIS,GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO
RIO NEGRO,el bolson,FRUTICULTURA/HORTICULTURA,GROSELLA,GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO
RIO NEGRO,el bolson,FRUTICULTURA/HORTICULTURA,MEMBRILLO,GONZALEZ L. Y RIADIGOS E. S.H.,CHACRA ARROYO CLARO
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"GREGORI, ROMULO LUIS",CHACRA Nº 197
RIO NEGRO,general roca,FRUTICULTURA,PERA,"GREGORI, ROMULO LUIS",CHACRA Nº 197
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,HURACAN FRUIT S.R.L.,CHACRA 145E
RIO NEGRO,general roca,FRUTICULTURA,PERA,HURACAN FRUIT S.R.L.,CHACRA 145E
RIO NEGRO,cinco saltos,FRUTICULTURA/HORTICULTURA,PERA,INTERRUPCION S.A.,SECCION SEGUNDA
RIO NEGRO,cinco saltos,FRUTICULTURA/HORTICULTURA,MANZANA,INTERRUPCION S.A.,SECCION SEGUNDA
RIO NEGRO,cinco saltos,FRUTICULTURA/HORTICULTURA,MEMBRILLO,INTERRUPCION S.A.,SECCION SEGUNDA
RIO NEGRO,cinco saltos,FRUTICULTURA/HORTICULTURA,INCULTO,INTERRUPCION S.A.,SECCION SEGUNDA
RIO NEGRO,cinco saltos,FRUTICULTURA/HORTICULTURA,DAMASCO,INTERRUPCION S.A.,SECCION SEGUNDA
RIO NEGRO,cinco saltos,FRUTICULTURA/HORTICULTURA,CIRUELA,INTERRUPCION S.A.,SECCION SEGUNDA
RIO NEGRO,cinco saltos,FRUTICULTURA/HORTICULTURA,AVELLANAS,INTERRUPCION S.A.,SECCION SEGUNDA
RIO NEGRO,cinco saltos,FRUTICULTURA/HORTICULTURA,ALMENDRAS,INTERRUPCION S.A.,SECCION SEGUNDA
RIO NEGRO,cinco saltos,FRUTICULTURA/HORTICULTURA,DURAZNO,INTERRUPCION S.A.,SECCION SEGUNDA
RIO NEGRO,cinco saltos,FRUTICULTURA/HORTICULTURA,CEREZA,INTERRUPCION S.A.,SECCION SEGUNDA
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,ISLAFRUT SRL,ISLAFRUT
RIO NEGRO,general roca,FRUTICULTURA,PERA,ISLAFRUT SRL,ISLAFRUT
RIO NEGRO,cinco saltos,AGRICULTURA,PERAS,JAVIER LEGASPI,EL CAPRICHO
RIO NEGRO,san patricio del chañar,AGRICULTURA,PERAS,JAVIER LEGASPI,VILLA MANZANO
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,JOSE BARRESI S.A.,CHACRA 153 BIS
RIO NEGRO,general roca,FRUTICULTURA,PERA,JOSE BARRESI S.A.,CHACRA 154
RIO NEGRO,general roca,FRUTICULTURA,PERA,JOSE BARRESI S.A.,CHACRA 198 LOTE 5
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,JOSE BARRESI S.A.,CHACRA 170
RIO NEGRO,general roca,FRUTICULTURA,PERA,JOSE BARRESI S.A.,CHACRA 170
RIO NEGRO,el cuy,GANADERIA,BORREGAS,LA ANGOSTURA S.R.L.,LA ANGOSTURA
RIO NEGRO,el cuy,GANADERIA,OVEJAS,LA ANGOSTURA S.R.L.,LA ANGOSTURA
RIO NEGRO,el cuy,GANADERIA,BORREGOS,LA ANGOSTURA S.R.L.,LA ANGOSTURA
RIO NEGRO,el cuy,GANADERIA,CARNEROS,LA ANGOSTURA S.R.L.,LA ANGOSTURA
RIO NEGRO,el cuy,GANADERIA,CAPONES,LA ANGOSTURA S.R.L.,LA ANGOSTURA
RIO NEGRO,avellaneda,FRUTICULTURA,MANZANA,LA CONQUISTA SRL,LA CONQUISTA
RIO NEGRO,avellaneda,FRUTICULTURA,PERA,LA CONQUISTA SRL,LA CONQUISTA
RIO NEGRO,avellaneda,FRUTICULTURA,NOGAL,LA CONQUISTA SRL,LA CONQUISTA
RIO NEGRO,valle azul,FRUTICULTURA,MANZANAS,LABARRIERE JEAN LOUIS,EL GALPON Y EL DESAGÜE
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,LAGO VERDE SA,LAGO VERDE
RIO NEGRO,general roca,FRUTICULTURA,PERA,LAGO VERDE SA,LAGO VERDE
RIO NEGRO,general roca,FRUTICULTURA,CIRUELA,LAGO VERDE SA,LAGO VERDE
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,LAINO HERMANOS S.A.,CHACRA 168
RIO NEGRO,general roca,FRUTICULTURA,PERA,LAINO HERMANOS S.A.,CHACRA 168
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,LAINO HERMANOS S.A.,CHACRA 169
RIO NEGRO,general roca,FRUTICULTURA,PERA,LAINO HERMANOS S.A.,CHACRA 169
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,LAINO HERMANOS S.A.,CHACRA 197
RIO NEGRO,general roca,FRUTICULTURA,PERA,LAINO HERMANOS S.A.,CHACRA 197
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,LAINO HERMANOS S.A.,CHACRA 231
RIO NEGRO,general roca,FRUTICULTURA,PERA,LAINO HERMANOS S.A.,CHACRA 231
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,LAINO HERMANOS S.A.,LA CASONA
RIO NEGRO,general roca,FRUTICULTURA,PERA,LAINO HERMANOS S.A.,LA CASONA
RIO NEGRO,allen,FRUTICULTURA,PERAS,LOZANO S.R.L.,DON DANIEL
RIO NEGRO,cinco saltos,FRUTICULTURA,MANZANAS,LOZANO S.R.L.,DON ADOLFO
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,LUISI ANTONIO,CHACRA N° 258
RIO NEGRO,general roca,FRUTICULTURA,PERA,LUISI ANTONIO,CHACRA N° 258
RIO NEGRO,general roca,FRUTICULTURA,PERA,LUISI ANTONIO,CHACRA N° 270
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"LUSTIG, SCHOLZ, MANSO Y OTROS",LA VARELA
RIO NEGRO,general roca,FRUTICULTURA,PERA,"LUSTIG, SCHOLZ, MANSO Y OTROS",LA VARELA
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"MARCAL PATAGONICA S.A,",CALDERON  CHINCHINALES
RIO NEGRO,general roca,FRUTICULTURA,PERA,"MARCAL PATAGONICA S.A,",CALDERON  CHINCHINALES
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"MARCAL PATAGONICA S.A,",CALDERON REGINA
RIO NEGRO,general roca,FRUTICULTURA,PERA,"MARCAL PATAGONICA S.A,",CALDERON REGINA
RIO NEGRO,cipolletti,FRUTICULTURA,MANZANA,"MARTIN, OSCAR ALFREDO",EL SAUCE
RIO NEGRO,cipolletti,FRUTICULTURA,PERA,"MARTIN, OSCAR ALFREDO",EL SAUCE
RIO NEGRO,cipolletti,FRUTICULTURA,MANZANA,"MARTIN, OSCAR ALFREDO",GRANDE
RIO NEGRO,cipolletti,FRUTICULTURA,PERA,"MARTIN, OSCAR ALFREDO",GRANDE
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,MORRIS GLYNDWR LEONARDO,MORRIS GLYNDWR LEONARDO
RIO NEGRO,general roca,FRUTICULTURA,PERA,MORRIS GLYNDWR LEONARDO,MORRIS GLYNDWR LEONARDO
RIO NEGRO,ingeniero huergo,FRUTICULTURA,MANZANAS,MOSCHINI ANDRES ALBERTO,AMPARITO
RIO NEGRO,ingeniero huergo,FRUTICULTURA,MANZANAS,MOSCHINI ANDRES ALBERTO,LA COLORADA
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"MROZEK, MARIANA PERLA",CHACRA ISLA 48
RIO NEGRO,general roca,FRUTICULTURA,PERA,"MROZEK, MARIANA PERLA",CHACRA ISLA 48
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"MUÑOZ, MARIA LUISA",MUÑOZ MARIA LUISA
RIO NEGRO,general roca,FRUTICULTURA,PERA,"MUÑOZ, MARIA LUISA",MUÑOZ MARIA LUISA
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"MUÑOZ, MIGUEL","MUÑOZ, MIGUEL"
RIO NEGRO,general roca,FRUTICULTURA,PERA,"MUÑOZ, MIGUEL","MUÑOZ, MIGUEL"
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,NATURAL S.R.L,CROACIA
RIO NEGRO,general roca,FRUTICULTURA,PERA,NATURAL S.R.L,CROACIA
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,NATURAL S.R.L,LA TACUARA
RIO NEGRO,general roca,FRUTICULTURA,PERA,NATURAL S.R.L,LA TACUARA
RIO NEGRO,el cuy,FRUTICULTURA,MANZANAS,ORGANICOS LA MARGARITA S.R.L.,LA MARGARITA
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,OTTONE EDUARDO,CHACRA N° 255
RIO NEGRO,general roca,FRUTICULTURA,PERA,OTTONE EDUARDO,CHACRA N° 255
RIO NEGRO,general roca,FRUTICULTURA,DURAZNO,OTTONE EDUARDO,CHACRA N° 255
RIO NEGRO,general roca,FRUTICULTURA,MANZANAS,PAISSANIDIS S.A.C.I.A.,171
RIO NEGRO,general roca,FRUTICULTURA,PERAS,PAISSANIDIS S.A.C.I.A.,155
RIO NEGRO,valle azul,FRUTICULTURA,PERAS,PAKSERVI S.R.L.,MORYMAR
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"PARRA, ROBERTO",CHACRA 281
RIO NEGRO,general roca,FRUTICULTURA,PERA,"PARRA, ROBERTO",CHACRA 281
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"PARRA, ROBERTO",CHACRA Nº 269
RIO NEGRO,general roca,FRUTICULTURA,PERA,"PARRA, ROBERTO",CHACRA Nº 269
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"PARRA, ROBERTO",EDU II
RIO NEGRO,general roca,FRUTICULTURA,PERA,"PARRA, ROBERTO",EDU II
RIO NEGRO,general roca,FRUTICULTURA,PELON,"PARRA, ROBERTO",EDU II
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,PEREZ MAGDALENA Y DANIEL,CHACRA 132
RIO NEGRO,general roca,FRUTICULTURA,PERA,PEREZ MAGDALENA Y DANIEL,CHACRA 132
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,PEREZ MAGDALENA Y DANIEL,CHACRA 170
RIO NEGRO,general roca,FRUTICULTURA,PERA,PEREZ MAGDALENA Y DANIEL,CHACRA 170
RIO NEGRO,viedma,FRUTICULTURA,NUECES,QUANTUM S.R.L.,CHACRA A-365
RIO NEGRO,viedma,FRUTICULTURA,NUEZ SECA PELADA,QUANTUM S.R.L.,CHACRA A-365
RIO NEGRO,viedma,FRUTICULTURA,NUEZ SECA CON CASCARA,QUANTUM S.R.L.,CHACRA A-365
RIO NEGRO,viedma,FRUTICULTURA,NUECES,QUANTUM S.R.L.,CHACRA A-366
RIO NEGRO,viedma,FRUTICULTURA,NUEZ SECA PELADA,QUANTUM S.R.L.,CHACRA A-366
RIO NEGRO,viedma,FRUTICULTURA,NUEZ SECA CON CASCARA,QUANTUM S.R.L.,CHACRA A-366
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"RETAMAL FERNANDEZ, JOSE E.",LA CHILA
RIO NEGRO,general roca,FRUTICULTURA,PERA,"RETAMAL FERNANDEZ, JOSE E.",LA CHILA
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,RIBEREÑA DE RIO NEGRO S.A.,LA RIBEREÑA (I Y II)
RIO NEGRO,general roca,FRUTICULTURA,PERA,RIBEREÑA DE RIO NEGRO S.A.,LA RIBEREÑA (I Y II)
RIO NEGRO,general e. godoy,FRUTICULTURA,PERAS,RICCONO HORACIO C.,CHACRA VIEJA (004-1C)
RIO NEGRO,general e. godoy,FRUTICULTURA,PERAS,RICCONO HORACIO C.,CHACRA NUEVA (006-03)
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"RISKIN, HECTOR SERGIO",SERGIO RISKIN
RIO NEGRO,general roca,FRUTICULTURA,PERA,"RISKIN, HECTOR SERGIO",SERGIO RISKIN
RIO NEGRO,villa manzano,FRUTICULTURA,MANZANAS,ROSAUER JUAN ERICH,ZOILO S.A.
RIO NEGRO,villa manzano,FRUTICULTURA,MANZANAS,ROSAUER JUAN ROBERTO LUIS,CONTRATO LAR/JUAN ROBERTO LUIS ROSAUER (EX COMODATO....)
RIO NEGRO,clemente onelli,GANADERIA,LANA SUCIA,SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE
RIO NEGRO,clemente onelli,GANADERIA,OVEJAS,SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE
RIO NEGRO,clemente onelli,GANADERIA,BORREGOS,SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE
RIO NEGRO,clemente onelli,GANADERIA,BORREGAS,SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE
RIO NEGRO,clemente onelli,GANADERIA,CAPONES,SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE
RIO NEGRO,clemente onelli,GANADERIA,CORDEROS,SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE
RIO NEGRO,clemente onelli,GANADERIA,CARNEROS,SAINT ANTONIN - NAZAR S.H.,ANECON GRANDE
RIO NEGRO,cinco saltos,FRUTICULTURA,MANZANAS,SAN JOSE S.A.,DOÑA FELICITA
RIO NEGRO,cinco saltos,FRUTICULTURA,MANZANAS,SAN JOSE S.A.,SAN JOSE
RIO NEGRO,cinco saltos,FRUTICULTURA/HORTICULTURA,PERA,SANCHEZ JOSE LUIS,LOS PICANTES
RIO NEGRO,cinco saltos,FRUTICULTURA/HORTICULTURA,MANZANA,SANCHEZ JOSE LUIS,LOS PICANTES
RIO NEGRO,cinco saltos,FRUTICULTURA/HORTICULTURA,CEREZA,SANCHEZ JOSE LUIS,LOS PICANTES
RIO NEGRO,cipolletti,FRUTICULTURA,MANZANA,SANCHEZ PEDRO Y OMAR SH,SANCHEZ PEDRO Y OMAR SH
RIO NEGRO,cipolletti,FRUTICULTURA,PERA,SANCHEZ PEDRO Y OMAR SH,SANCHEZ PEDRO Y OMAR SH
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"SANCHEZ, HUGO OSVALDO",CHACRA 229
RIO NEGRO,general roca,FRUTICULTURA,PERA,"SANCHEZ, HUGO OSVALDO",CHACRA 229
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"SANCHEZ, HUGO OSVALDO",LA MAGNOLIA
RIO NEGRO,general roca,FRUTICULTURA,PERA,"SANCHEZ, HUGO OSVALDO",LA MAGNOLIA
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"SANCHEZ, PEDRO",LOS CEDROS
RIO NEGRO,general roca,FRUTICULTURA,PERA,"SANCHEZ, PEDRO",LOS CEDROS
RIO NEGRO,valle azul,FRUTICULTURA,MANZANAS,SARALEGUY SANDRO SERGIO,COSTA SUR
RIO NEGRO,valle azul,FRUTICULTURA,MANZANAS,SARALEGUY SANDRO SERGIO,SARA
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,SCHOLZ MARIA CECILIA SCHOLZ BETTINA SH,VALLE 2
RIO NEGRO,general roca,FRUTICULTURA,PERA,SCHOLZ MARIA CECILIA SCHOLZ BETTINA SH,VALLE 2
RIO NEGRO,mainque,FRUTICULTURA,UVAS,SKUBIC MIGUEL GREGORIO,AUSTRALIS VINAGRAD
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"URRUTIA, DARIO GABRIEL",6 DE octubre
RIO NEGRO,general roca,FRUTICULTURA,PERA,"URRUTIA, DARIO GABRIEL",6 DE octubre
RIO NEGRO,general roca,FRUTICULTURA,DURAZNO,"URRUTIA, DARIO GABRIEL",6 DE octubre
RIO NEGRO,general roca,FRUTICULTURA,MANZANZA,"URRUTIA, DARIO GABRIEL",CHACRA 197
RIO NEGRO,general roca,FRUTICULTURA,PERA,"URRUTIA, DARIO GABRIEL",CHACRA 197
RIO NEGRO,general roca,FRUTICULTURA,DURAZNO,"URRUTIA, DARIO GABRIEL",CHACRA 197
RIO NEGRO,general roca,FRUTICULTURA,CIRUELA,"URRUTIA, DARIO GABRIEL",CHACRA 197
RIO NEGRO,chichinales,FRUTICULTURA,PERAS,VALTIERRA S.A.,DON GILBERTO
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,VILLARRAZA HORACIO,CHACRA N° 270
RIO NEGRO,general roca,FRUTICULTURA,PERA,VILLARRAZA HORACIO,CHACRA N° 270
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,VILLARRAZA HORACIO,CHACRA N° 304
RIO NEGRO,general roca,FRUTICULTURA,PERA,VILLARRAZA HORACIO,CHACRA N° 304
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,VIZZOTTO RICARDO,VIZZOTTO RICARDO
RIO NEGRO,general roca,FRUTICULTURA,PERA,VIZZOTTO RICARDO,VIZZOTTO RICARDO
RIO NEGRO,general roca,FRUTICULTURA,MANZANA,"VIZZOTTO, ALBERTO",VIZZOTTO ALBERTO
RIO NEGRO,general roca,FRUTICULTURA,PERA,"VIZZOTTO, ALBERTO",VIZZOTTO ALBERTO
SALTA,general san martin,AGRICULTURA,CHIA (SALVIA HISPANICA L),AGUARA SA.,LAS MARAVILLAS
SALTA,general san martin,AGRICULTURA,SOJA,AGUARA SA.,LAS MARAVILLAS
SALTA,general san martin,AGRICULTURA,POROTO,AGUARA SA.,LAS MARAVILLAS
SALTA,metan,AGRICULTURA,CEREALES,ALQUIMIA ARGENTINA SH,LA ARMONIA
SALTA,metan,AGRICULTURA,OLEAGINOSAS,ALQUIMIA ARGENTINA SH,LA ARMONIA
SALTA,payogasta,AGRICULTURA,AROMATICAS,ALTURA MAXIMA S.A.,RIO BLANCO
SALTA,payogasta,AGRICULTURA,PASTOS NATURALES E IMPLANTADOS,ALTURA MAXIMA S.A.,RIO BLANCO
SALTA,oran,AGRICULTURA,SESAMO,ALVAREZ EDUARDO MARTIN,ESTANCIA PELICANO
SALTA,oran,AGRICULTURA,CHIA (SALVIA HISPANICA L),ALVAREZ EDUARDO MARTIN,ESTANCIA PELICANO
SALTA,cafayate,FRUTICULTURA,VID,BODEGAS NANNI S.A.,SAN JOSE DE CHIMPA
SALTA,oran,AGRICULTURA,CHIA (SALVIA HISPANICA L),BODEN ALFREDO EDUARDO,SAN AGUSTIN
SALTA,oran,AGRICULTURA,MAIZ PISINGALLO,BODEN ALFREDO EDUARDO,SAN AGUSTIN
SALTA,oran,AGRICULTURA,CAMPO NATURAL,BODEN ALFREDO EDUARDO,SAN AGUSTIN
SALTA,el algarrobal,AGRICULTURA,DESCANSO,CASTILLO ALFREDO A.,LA ESCONDIDA DEL ALGARROBAL
SALTA,el algarrobal,AGRICULTURA,CAÑA DE AZUCAR,CASTILLO ALFREDO A.,LA ESCONDIDA DEL ALGARROBAL
SALTA,embarcacion,AGRICULTURA,CHIA (SALVIA HISPANICA L.),"COOPERATIVA DE PROVISION DE SERVICIOS PARA PRODUCTORES RURALES ""LA ESCONDIDA LTDA"".",FINCA IBAÑEZ
SALTA,pichanal,AGRICULTURA,DESCANSO,"COOPERATIVA DE PROVISION DE SERVICIOS PARA PRODUCTORES RURALES ""LA ESCONDIDA LTDA"".",FINCA CARRATALA
SALTA,pichanal,AGRICULTURA,DESCANSO,"COOPERATIVA DE PROVISION DE SERVICIOS PARA PRODUCTORES RURALES ""LA ESCONDIDA LTDA"".",FINCA LA ESCONDIDA
SALTA,güemes,AGRICULTURA,QUINOA,DARIO F.  ARIAS S.A.,EL BORDO DE LAS LANZAS
SALTA,güemes,AGRICULTURA,CHIA (SALVIA HISPANICA L),DARIO F.  ARIAS S.A.,EL BORDO DE LAS LANZAS
SALTA,güemes,AGRICULTURA,SESAMO,DARIO F.  ARIAS S.A.,EL BORDO DE LAS LANZAS
SALTA,güemes,AGRICULTURA,SORGO,DARIO F.  ARIAS S.A.,EL BORDO DE LAS LANZAS
SALTA,anta,AGRICULTURA,SESAMO,ECO AGROPECUARIA SA,SANTA MAGDALENA II
SALTA,anta,AGRICULTURA,CHIA,ECO AGROPECUARIA SA,SANTA MAGDALENA II
SALTA,güemes,AGRICULTURA,CAÑA DE AZUCAR,EL OMBU SRL,FINCA SANTA ROSA
SALTA,güemes,AGRICULTURA,INCULTO,EL OMBU SRL,FINCA SANTA ROSA
SALTA,campo santo,AGRICULTURA,CAÑA DE AZUCAR,EMAISA S.A.,FINCA SAN CARLOS
SALTA,campo santo,AGRICULTURA,INCULTO,EMAISA S.A.,FINCA SAN CARLOS
SALTA,campo santo,AGRICULTURA,MONTE,EMAISA S.A.,FINCA SAN CARLOS
SALTA,güemes,AGRICULTURA,CAÑA DE AZUCAR,EMAISA S.A.,FINCA SANTA ROSA
SALTA,güemes,AGRICULTURA,MONTE,EMAISA S.A.,FINCA SANTA ROSA
